ASSIGNMENT_KEY,EMP_CODE,ASSIGNMENT_START_DATE,ASSIGNMENT_END_DATE,ASSIGNMENT_ORGUNIT_CODE,ASSIGNMENT_OFFICE_CODE,ASSIGNMENT_JOB_CODE,ASSIGNMENT_JOB_LIB
46161_20170101_20191231,46161,2017-01-01,2019-12-31 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
42321_20170101_20170913,42321,2017-01-01,2017-09-13 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
42401_20170101_29991231,42401,2017-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
42421_20170101_20170915,42421,2017-01-01,2017-09-15 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
42482_20170101_29991231,42482,2017-01-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
42501_20170901_29991231,42501,2017-09-01,2999-12-31 00:00:00,INT300    ,          ,FRP05     ,Directeur                                                   
42521_20170919_29991231,42521,2017-09-19,2999-12-31 00:00:00,INT300    ,          ,FRP-093   ,Chef de site                                                
31443_20170225_29991231,31443,2017-02-25,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31462_20170201_20170222,31462,2017-02-01,2017-02-22 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31462_20170225_29991231,31462,2017-02-25,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31463_20161101_20161201,31463,2016-11-01,2016-12-01 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31463_20170201_29991231,31463,2017-02-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31521_20150101_20151001,31521,2015-01-01,2015-10-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
31541_20160101_29991231,31541,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
31681_20160101_29991231,31681,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
9541_20161101_29991231,9541,2016-11-01,2999-12-31 00:00:00,FRG011    ,FRGFC01   ,FRG05     ,_Responsable                                                
32761_20060401_20141231,32761,2006-04-01,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
32861_20170101_29991231,32861,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33021_20160101_20160131,33021,2016-01-01,2016-01-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40394_20170811_29991231,40394,2017-08-11,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40395_20140401_29991231,40395,2014-04-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40396_20170701_29991231,40396,2017-07-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40396_20140401_20170630,40396,2014-04-01,2017-06-30 00:00:00,BEE001    ,BEE022    ,BEE02     ,Directeur                                                   
40397_20140401_20170630,40397,2014-04-01,2017-06-30 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40397_20171101_29991231,40397,2017-11-01,2999-12-31 00:00:00,BEE001    ,BEE021    ,BEE01     ,Directeur Général                                           
40397_20170701_20171030,40397,2017-07-01,2017-10-30 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
40398_20150401_29991231,40398,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40399_20170715_29991231,40399,2017-07-15,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40399_20150401_20170714,40399,2015-04-01,2017-07-14 00:00:00,BEE001    ,BEE054    ,BEE05     ,Reponsable                                                  
40400_20150401_29991231,40400,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
40401_20150401_29991231,40401,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
40402_20150401_29991231,40402,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE053    ,BEE05     ,Reponsable                                                  
33143_20150101_29991231,33143,2015-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
33201_20150401_29991231,33201,2015-04-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33161_20150701_29991231,33161,2015-07-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33481_20160101_20160101,33481,2016-01-01,2016-01-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33863_20160101_20171231,33863,2016-01-01,2017-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33561_20140307_20161207,33561,2014-03-07,2016-12-07 00:00:00,AG22120   ,          ,QTPEMP81  ,Ingénieur Principal                                         
33561_20170201_29991231,33561,2017-02-01,2999-12-31 00:00:00,AG22110   ,          ,QTPEMP81  ,Ingénieur Principal                                         
33701_20170221_29991231,33701,2017-02-21,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33841_20170221_29991231,33841,2017-02-21,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33862_20160101_20171231,33862,2016-01-01,2017-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
42561_20130101_20141231,42561,2013-01-01,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
42581_20170101_20180731,42581,2017-01-01,2018-07-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
42601_20120101_29991231,42601,2012-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
42781_20170101_29991231,42781,2017-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
42801_20170101_29991231,42801,2017-01-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
42841_20140101_29991231,42841,2014-01-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
42863_20170101_20170228,42863,2017-01-01,2017-02-28 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
42941_20140101_29991231,42941,2014-01-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
43001_20140101_29991231,43001,2014-01-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
43201_20170101_29991231,43201,2017-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
33221_20150401_29991231,33221,2015-04-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33241_20150901_29991231,33241,2015-09-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33242_20161101_29991231,33242,2016-11-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33281_20140402_20140430,33281,2014-04-02,2014-04-30 00:00:00,INT200    ,ATS052    ,INT05     ,Directeur                                                   
33521_20170301_29991231,33521,2017-03-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
33281_20140505_20140528,33281,2014-05-05,2014-05-28 00:00:00,INT115    ,ATS011    ,INT01     ,Analyste                                                    
33621_20170101_29991231,33621,2017-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
33781_20170101_29991231,33781,2017-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
525_20170328_29991231,525,2017-03-28,2999-12-31 00:00:00,INT001    ,FRPNJ9    ,FRP01     ,Analyste                                                    
40403_20150401_29991231,40403,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
40404_20170908_29991231,40404,2017-09-08,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40404_20140401_20170907,40404,2014-04-01,2017-09-07 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
40405_20140401_29991231,40405,2014-04-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40406_20150401_29991231,40406,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE022    ,BEE02     ,Directeur                                                   
40407_20140401_29991231,40407,2014-04-01,2999-12-31 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
40408_20150401_29991231,40408,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE021    ,BEE01     ,Directeur Général                                           
40409_20170701_29991231,40409,2017-07-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
